fda_id,pat_id,doc_full_text,pat_full_text,label
P040038,7115691,"STENT, CAROTID. XACT CAROTID STENT SYSTEM. XACT CAROTID STENT SYSTEM, USED IN CONJUNCTION WITH ABBOTT VASCULAR DEVICES EMBOLIC PROTECTION SYSTEM, IS INDICATED FOR IMPROVEMENT OF LUMEN DIAMETER OF CAROTID ARTERIES IN PATIENTS CONSIDERED AT HIGH RISK FOR ADVERSE EVENTS FROM CAROTID ENDARTERECTOMY WHO REQUIRE PERCUTANEOUS CAROTID ANGIOPLASTY AND STENTING FOR OCCLUSIVE ARTERY DISEASE AND MEET CRITERIA OUTLINED AS FOLLOWS, 1) PATIENTS WITH CAROTID ARTERY STENOSIS (>= 50% FOR SYMPTOMATIC PATIENTS BY ULTRASOUND OR ANGIOGRAPHY OR >= 80% FOR ASYMPTOMATIC PATIENTS BY ULTRASOUND OR ANGIOGRAPHY), LOCATED BETWEEN ORIGIN OF COMMON CAROTID ARTERY AND INTRA-CRANIAL SEGMENT OF INTERNAL CAROTID ARTERY; AND 2) PATIENTS MUST HAVE A REFERENCE VESSEL DIAMETER RANGING BETWEEN 4.8 MM AND 9.1 MM AT TARGET LESION","Polymer compositions for intraluminal stent. A polymer composition for use in forming a stent is described. The composition includes a monomer of an aliphatic ester of acrylic acid which has a glass transition temperature less than 25° C. and a second monomer that copolymerizes with the first monomer and which has a glass transition temperature greater than 25° C. The components in the composition are mixed in amounts suitable to give a copolymer having a glass transition temperature less than 25° C., or in case of block copolymers, having at least one glass transition temperature less than 25° C. A stent including polymer members formed from the described composition is also disclosed.",0
P970052,9333043,"Catheters, Transluminal Coronary Angioplasty, Percutaneous. FACT(TM), ARC(TM), LYNX(TM) and Guardian(TM) Balloon Coronary Dilatation Ca ters. se devices are indicated for balloon dilatation of stenotic portion of a coronary artery or bypass graft stenosis for purposed of improving myocardial perfusion. application includes authorization from Endosoncis Corp., Rancho Cordova, CA, to incorporate information contained in its premarket application and related supplements for hte Cathscanner Oracle Micro PTCA Ca ter.","Fetal intervention using magnetically-guided navigation. Methods and systems for fetal intervention to address malformations or other conditions are presented. In one instance, a method is provided that includes introducing a guide catheter into the fetus' venous system and using controlled magnets to position the guide catheter at a desired location. The method also involves positioning the treatment catheter at a treatment location using the guide catheter and delivering a treatment using the treatment catheter at the treatment location. In one particular application, a hypoplastic left heart is treated by using a balloon catheter as the treatment catheter and inflating a balloon on the balloon catheter at the aortic valve. Other methods and systems are disclosed.",0
P130026,8048063,"Catheter, Percutaneous, Cardiac Ablation, For Treatment Of Atrial Fibrillation. TACTICATH QUARTZ CA TER AND TACTISYSQUARTZ® EQUIPMENT. USE IN CARDIACELECTROPHYSIOLOGICAL MAPPING AND FOR TREATMENT OF DRUG REFRACTORY RECURRENT SYMPTOMATIC PAROXYSMAL ATRIAL FIBRILLATION",Catheter having tri-axial force sensor. A catheter for diagnosis or treatment of a vessel or organ is provided in which a flexible elongated body includes a tri-axial force sensor formed of a housing and a plurality of optical fibers associated with the housing that measure changes in the intensity of light reflected from the lateral surfaces of the housing resulting from deformation caused by forces applied to a distal extremity of the housing. A controller receives an output of the optical fibers and computes a multi-dimensional force vector corresponding to the contact force.,1
P170018,7597661,"Automated External Defibrillators (Non-Wearable). LIFEPAK® CR2 Defibrillator. use on patients 1 year of age and older in cardiopulmonary arrest. patient must be unresponsive (unconscious), not breathing normally, and showing no signs of circulation (for example, no pulse, no coughing, or no movement). cprCOACH Feedback Technology in LIFEPAK® CR2 Defibrillator is indicated for use on cardiopulmonary arrest patients and provides CPR guidance in accordance with AHA Guidelines for patients 1 year of age and older. LIFEPAK® CR2 Defibrillator is intended for use by personnel who have been trained in its operation. Users should have received training in basic life support/AED, advanced life support or a physician-authorized emergency medical response training program. LIFEPAK® CR2 Defibrillator is indicated to be used with QUIK-STEP Pacing/ECG Defibrillation Electrodes and LIFEPAK CR2 Lithium Battery.",Medical instrument having a catheter and method for using a catheter. A medical instrument includes a catheter having a distal end insertable within a body lumen and having longitudinally spaced apart and circumferentially-protruding first and second pods. The first pod has a first exterior surface with a first surface portion. The first surface portion includes an energizable first electrode pair of circumferentially-spaced-apart electrodes. The first surface portion has a shape adapted to advance the first pod within the lumen upon contraction of muscular lumen tissue contacting an energized first electrode pair. The second pod has a second exterior surface with a second surface portion. The second surface portion includes an energizable second electrode pair of circumferentially-spaced-apart electrodes. The second surface portion has a shape adapted to advance the second pod within the lumen upon contraction of muscular lumen tissue contacting an energized second electrode pair. A method for using a medical catheter is described wherein each pod inclu,0
P110010,6027477,Coronary Drug-Eluting Stent. PROMUS ELEMENT PLUS EVEROLIMUS-ELUTING PLATINUM CHROMIUM CORONARY STENT SYSTEM. IMPROVING LUMINAL DIAMETER IN PATIENTS WITH SYMPTOMATIC HEART DISEASE DUE TO DE NOVO LESIONS IN NATIVE CORONARY ARTERIES >=2.25 MM TO <=4.00 MM IN DIAMETER IN LESIONS <=28 MM INLENGTH.,"Catheter with multilayer tube.  An interventional catheter for angioplasty and the like, comprising a catheter tube formed of two superposed layers of materials different from one another. The inner layer is comprised of a low friction nonkinkable material to avoid risk of clogging of a guide wire in the longitudinal lumen. The outer layer is comprised of a material with higher friction coefficient than the material forming the inner layer. The balloon is welded at its distal end to the outer layer of the catheter tube. The proximal end of the balloon is welded to a tube surrounding the catheter tube. ",1
P140003,11511101,"Temporary Non-Roller Type Left Heart Support Blood Pump. IMPELLA., IMPELLA 2.5 SYSTEM IS A TEMPORARY (<= 6 HOURS) VENTRICULAR SUPPORT DEVICE INDICATED FOR USE DURING HIGH RISK PERCUTANEOUS CORONARY INTERVENTIONS (PCI) PERFORMED IN ELECTIVE OR URGENT, HEMODYNAMICALLY STABLE PATIENTS WITH SEVERE CORONARY ARTERY DISEASE AND DEPRESSED LEFT VENTRICULAR EJECTION FRACTION, WHEN A HEART TEAM, INCLUDING A CARDIAC SURGEON, HAS DETERMINED HIGH RISK PCI IS APPROPRIATE RAPEUTIC OPTION. USE OF IMPELLA 2.5 IN SE PATIENTS MAY PREVENT HEMODYNAMIC INSTABILITY WHICH CAN RESULT FROM REPEAT EPISODES OF REVERSIBLE MYOCARDIAL ISCHEMIA THAT OCCUR DURING PLANNED TEMPORARY CORONARY OCCLUSIONS AND MAY REDUCE PERI- AND POST-PROCEDURAL ADVERSE EVENTS.","Loading guide lumen. An apparatus is disclosed including: an intracardiac pump device having a path for a guidewire extending through the pump device from a first opening to a second opening; and a lumen which extends from a first end located outside of the pump device, into the pump device through the first opening in the pump device, along the path for the guidewire, out of the pump device through the second opening, and to a second end located outside of the pump device. The lumen is configured to receive the guidewire such that when the guidewire passes through the lumen from the first end to the second end, the guidewire is positioned along the path.",1
P230040,6086605,"System, Hemodynamic, Implantable. Cordella Pulmonary Artery Sensor System is intended to measure, record and transmit pulmonary artery pressure (PAP) data from NYHA Class III heart failure patients who are at home on diuretics and guideline-directed medical rapy (GDMT) as well as have been stable for 30 days on GDMT. device output is meant to aid clinicians in assessment and management of heart failure, with goal of reducing heart failure hospitalizations.","Cannula with associated filter and methods of use during cardiac surgery.  Devices and methods for filtering blood. The devices generally comprise: a mesh for filtering blood flowing within a blood vessel, particularly within an artery such as the aorta; a structure adapted to open and close the mesh within the blood vessel; and a means to actuate the structure. The methods generally include the following steps: introducing a mesh into a blood vessel to entrap embolic material; adjusting the mesh, if necessary, during the course of filtration; and removing the mesh and the entrapped foreign matter from the blood vessel. Additionally, visualization techniques are used to ensure effective filtration. ",0
P160047,11065421,"Device, Thermal Ablation, Endometrial. AEGEA Vapor System (including AEGEA Vapor Probe Procedure Kit, AEGEA Vapor Generator, and AEGEA Vapor Generator Accessory Kit). This device is indicated to ablate endometrial lining of uterus in premenopausal women with menorrhagia (excessive uterine bleeding) due to benign causes in whom childbearing is complete.","Catheter curvature braces and methods of using same. A catheter curvature brace, catheter assembly and method for managing fluid in a patient, the brace being attachable to a distal portion of a shaft of a catheter and having an elongated frame with a distal end and a proximal end. The frame is formed with at least one curve in a relaxed curved configuration. At least two coupling elements are connected to the frame, each coupling element configured to engage an outer surface of the catheter. At least the frame is formed of an elastic, biocompatible material capable of being straightened by a force and then returning to the relaxed curved configuration after the force is removed, thereby bending the catheter to substantially conform to the relaxed curved configuration.",0
P060033,11839493,"Coronary Drug-Eluting Stent. ENDEAVOR ZOTAROLIMUS-ELUTING CORONARY STENT ON OVER- -WIRE (OTW), RAPID EXCHANGE (RX), OR MULTI-EXCHANGE II (MX2) STENT DELIVERY SYSTEMS. IMPROVING CORONARY LUMINAL DIAMETER IN PATIENTS WITH ISCHEMIC HEART DISEASE DUE TO DE NOVO LESIONS OF LENGTH <= 27 MM IN NATIVE CORONARY ARTERIES WITH REFERENCE VESSELL DIAMETERS OF >= 25 MM TO <= 3.5 MM.","Optical coherence tomography for biological imaging. Described herein are catheters for use with Optical Coherence Tomography (OCT) that include an optical fiber core having a first refractive index and an interface medium having a second refractive index, where the first and second refractive indexes are mismatched such that receiving electronics configured to receive optical radiation reflected from the reference interface and the target operate in a total noise range that is within 5 dB of the shot noise limit. These OCT catheters may include a silicon die mirror having a reflective coating that is embedded in the interface medium. The optical fiber can be fixed at just the distal end of the catheter, and may be managed within a handle that is attached to the proximal end of the catheter body, and is configured to allow rotation of the both catheter body and the optical fiber relative to the handle.",0
P950022,5163912,"Permanent Defibrillator Electrodes. VENTRITEX TVL LEAD SYSTEM, TRANSVENOUS RIGHT VENTRICULAR LEAD MODELS RV-1101, RV01, AND RV02; TRANSVENOUS SUPERIOR VENA CAVA LEAD MODELS, SV-1101, SV01, SV02, AND SV03; SUBCUTANEOUS LEAD MODELS, SQ-701 AND SQ01; VEIN PICK MODEL TV-0001; SILICONE LUBRICANT MODEL TV-0013; LEAD TUNNELER KIT MODEL LTK-01; MODEL AC-2481 HIGH VOLTAGE Y-ADAPTER; MODEL AC-CDT-EX VENTRITEX EXTERNAL STIMULATOR ADAPTER; AND TVL LEAD SYSTEM ACCESSORY KIT","Catheter and stylet assembly having dual position stylet.  A catheter and stylet assembly comprising an elongate catheter having a lumen open at the proximal and distal ends of the catheter, and a connector adjacent the proximal end of the catheter for connecting the catheter to an extracorporeal support system. A stiff-flexible stylet is provided that is slidably receivable in the lumen of the catheter for providing rigidity to the catheter to facilitate introduction of the catheter into a chamber of a heart or other organ. First and second shoulders are provided on the catheter for abutting a latching portion of the stylet to secure the stylet in either of two positions relative to the catheter. The two positions include a first position wherein the distal end of the stylet extends outwardly from the distal end of the catheter for introducing the catheter into an artery or vein, or directly through the heart wall, and a second position wherein the distal end of the stylet is received within the lumen of the catheter for positioning the cath",0
